Output Area Code,Ward name,Ward Census Code,Local Authority Name,Local Authority Code,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00091055,Soham South,E05002731,East Cambridgeshire,E07000009,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091056,Soham South,E05002731,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091057,Soham South,E05002731,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091058,Soham South,E05002731,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091059,Soham South,E05002731,East Cambridgeshire,E07000009,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091060,Soham South,E05002731,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091061,Soham South,E05002731,East Cambridgeshire,E07000009,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091062,Soham South,E05002731,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091063,Soham South,E05002731,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091064,Soham South,E05002731,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091065,Soham South,E05002731,East Cambridgeshire,E07000009,1,Rural Residents,1a,Farming Communities,1a3,Agricultural Communities
E00091066,Soham South,E05002731,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091067,Stretham,E05002732,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091068,Stretham,E05002732,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091069,Stretham,E05002732,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091070,Stretham,E05002732,East Cambridgeshire,E07000009,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091071,Stretham,E05002732,East Cambridgeshire,E07000009,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091072,Stretham,E05002732,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091073,Stretham,E05002732,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091074,Stretham,E05002732,East Cambridgeshire,E07000009,1,Rural Residents,1c,Ageing Rural Dwellers,1c1,Rural Employment and Retirees
E00091075,Stretham,E05002732,East Cambridgeshire,E07000009,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00091076,Stretham,E05002732,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091077,Stretham,E05002732,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091078,Sutton,E05002733,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091079,Sutton,E05002733,East Cambridgeshire,E07000009,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091080,Sutton,E05002733,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091081,Sutton,E05002733,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091082,Sutton,E05002733,East Cambridgeshire,E07000009,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091083,Sutton,E05002733,East Cambridgeshire,E07000009,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091084,Sutton,E05002733,East Cambridgeshire,E07000009,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091085,Sutton,E05002733,East Cambridgeshire,E07000009,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091086,Sutton,E05002733,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091087,Sutton,E05002733,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091088,Sutton,E05002733,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091089,Sutton,E05002733,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091090,The Swaffhams,E05002734,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091091,The Swaffhams,E05002734,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091092,The Swaffhams,E05002734,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091093,The Swaffhams,E05002734,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00091094,The Swaffhams,E05002734,East Cambridgeshire,E07000009,1,Rural Residents,1a,Farming Communities,1a3,Agricultural Communities
E00091095,The Swaffhams,E05002734,East Cambridgeshire,E07000009,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091096,The Swaffhams,E05002734,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091097,Bassenhally,E05002735,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091098,Bassenhally,E05002735,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091099,Bassenhally,E05002735,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091100,Bassenhally,E05002735,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091101,Bassenhally,E05002735,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00091102,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091103,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091104,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091105,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091106,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091107,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091108,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091109,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091110,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091111,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091112,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091113,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091114,"Benwick, Coates and Eastrea",E05002736,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091115,Birch,E05002737,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091116,Birch,E05002737,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00091117,Birch,E05002737,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091118,Birch,E05002737,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00091119,Birch,E05002737,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091120,Birch,E05002737,Fenland,E07000010,1,Rural Residents,1c,Ageing Rural Dwellers,1c3,Detached Rural Retirement
E00091121,Birch,E05002737,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091122,Birch,E05002737,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091123,Clarkson,E05002738,Fenland,E07000010,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091124,Clarkson,E05002738,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091125,Clarkson,E05002738,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091126,Clarkson,E05002738,Fenland,E07000010,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091127,Clarkson,E05002738,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091128,Clarkson,E05002738,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091129,Clarkson,E05002738,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091130,Delph,E05002739,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091131,Delph,E05002739,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091132,Delph,E05002739,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091133,Delph,E05002739,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091134,Delph,E05002739,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091135,Delph,E05002739,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091136,Doddington,E05002740,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091137,Doddington,E05002740,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00091138,Doddington,E05002740,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091139,Doddington,E05002740,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091140,Doddington,E05002740,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091141,Doddington,E05002740,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091142,Doddington,E05002740,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a4,Older Farming Communities
E00091143,Doddington,E05002740,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091144,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091145,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091146,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1c,Ageing Rural Dwellers,1c2,Renting Rural Retirement
E00091147,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1c,Ageing Rural Dwellers,1c1,Rural Employment and Retirees
E00091148,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091149,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091150,Elm and Christchurch,E05002741,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091151,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091152,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091153,Elm and Christchurch,E05002741,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091154,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00091155,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a3,Agricultural Communities
E00091156,Elm and Christchurch,E05002741,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091157,Hill,E05002742,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091158,Hill,E05002742,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091159,Hill,E05002742,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091160,Hill,E05002742,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091161,Hill,E05002742,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091162,Hill,E05002742,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091163,Hill,E05002742,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091164,Hill,E05002742,Fenland,E07000010,1,Rural Residents,1c,Ageing Rural Dwellers,1c2,Renting Rural Retirement
E00091165,Hill,E05002742,Fenland,E07000010,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091166,Hill,E05002742,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091167,Hill,E05002742,Fenland,E07000010,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091168,Hill,E05002742,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091169,Hill,E05002742,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a4,Older Farming Communities
E00091170,Hill,E05002742,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a4,Older Farming Communities
E00091171,Hill,E05002742,Fenland,E07000010,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091172,Hill,E05002742,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091173,Kingsmoor,E05002743,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091174,Kingsmoor,E05002743,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091175,Kingsmoor,E05002743,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091176,Kingsmoor,E05002743,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091177,Kingsmoor,E05002743,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091178,Kirkgate,E05002744,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00091179,Kirkgate,E05002744,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091180,Kirkgate,E05002744,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091181,Kirkgate,E05002744,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091182,Kirkgate,E05002744,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091183,Kirkgate,E05002744,Fenland,E07000010,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091184,Kirkgate,E05002744,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091185,Lattersey,E05002745,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091186,Lattersey,E05002745,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091187,Lattersey,E05002745,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091188,Lattersey,E05002745,Fenland,E07000010,1,Rural Residents,1c,Ageing Rural Dwellers,1c2,Renting Rural Retirement
E00091189,Lattersey,E05002745,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091190,Lattersey,E05002745,Fenland,E07000010,8,Hard-Pressed Living,8d,Migration and Churn,8d1,Young Hard-Pressed Families
E00091191,Lattersey,E05002745,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c3,Renting Hard-Pressed Workers
E00091192,Lattersey,E05002745,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091193,Manea,E05002746,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091194,Manea,E05002746,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091195,Manea,E05002746,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091196,Manea,E05002746,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091197,Manea,E05002746,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091199,March East,E05002747,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091200,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091201,March East,E05002747,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091202,March East,E05002747,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091203,March East,E05002747,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091204,March East,E05002747,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091205,March East,E05002747,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091206,March East,E05002747,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091207,March East,E05002747,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091208,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091209,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091210,March East,E05002747,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00091211,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091212,March East,E05002747,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091213,March East,E05002747,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091214,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091215,March East,E05002747,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091216,March East,E05002747,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091217,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091218,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091219,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00091220,March East,E05002747,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091221,March East,E05002747,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091222,March North,E05002748,Fenland,E07000010,1,Rural Residents,1c,Ageing Rural Dwellers,1c1,Rural Employment and Retirees
E00091223,March North,E05002748,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091224,March North,E05002748,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091225,March North,E05002748,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00091226,March North,E05002748,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091228,March North,E05002748,Fenland,E07000010,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091229,March North,E05002748,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091230,March North,E05002748,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091231,March North,E05002748,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091232,March North,E05002748,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091233,March North,E05002748,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091234,March North,E05002748,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091235,March North,E05002748,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091236,March North,E05002748,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00091237,March North,E05002748,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091238,March North,E05002748,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00091239,March North,E05002748,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091240,March North,E05002748,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091241,March North,E05002748,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091242,March North,E05002748,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091243,March West,E05002749,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091244,March West,E05002749,Fenland,E07000010,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091245,March West,E05002749,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091246,March West,E05002749,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091247,March West,E05002749,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091248,March West,E05002749,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091249,March West,E05002749,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091250,March West,E05002749,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091251,March West,E05002749,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091252,March West,E05002749,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091253,March West,E05002749,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091254,March West,E05002749,Fenland,E07000010,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091255,March West,E05002749,Fenland,E07000010,1,Rural Residents,1c,Ageing Rural Dwellers,1c2,Renting Rural Retirement
E00091256,March West,E05002749,Fenland,E07000010,7,Constrained City Dwellers,7d,Ageing City Dwellers,7d1,Ageing Communities and Families
E00091257,March West,E05002749,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091258,March West,E05002749,Fenland,E07000010,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091259,March West,E05002749,Fenland,E07000010,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091260,March West,E05002749,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091261,March West,E05002749,Fenland,E07000010,1,Rural Residents,1c,Ageing Rural Dwellers,1c3,Detached Rural Retirement
E00091262,March West,E05002749,Fenland,E07000010,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091263,March West,E05002749,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00091265,Medworth,E05002750,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091266,Medworth,E05002750,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a4,Older Farming Communities
E00091267,Medworth,E05002750,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a4,Older Farming Communities
E00091269,Medworth,E05002750,Fenland,E07000010,3,Ethnicity Central,3c,Ethnic Dynamics,3c1,Constrained Neighbourhoods
E00091270,Medworth,E05002750,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091271,Medworth,E05002750,Fenland,E07000010,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091272,Medworth,E05002750,Fenland,E07000010,7,Constrained City Dwellers,7d,Ageing City Dwellers,7d2,Retired Independent City Dwellers
E00091273,Medworth,E05002750,Fenland,E07000010,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091274,Parson Drove and Wisbech St Mary,E05002751,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091275,Parson Drove and Wisbech St Mary,E05002751,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091276,Parson Drove and Wisbech St Mary,E05002751,Fenland,E07000010,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00091277,Parson Drove and Wisbech St Mary,E05002751,Fenland,E07000010,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
